depa_nombre,muni_nombre,codigo_habilitacion,nombre_prestador,tido_codigo,nits_nit,razon_social,clpr_codigo,clpr_nombre,ese,direccion,telefono,fax,email,gerente,nivel,caracter,habilitado,fecha_radicacion,fecha_vencimiento,fecha_cierre,dv,clase_persona,naju_codigo,naju_nombre,numero_sede_principal,fecha_corte_REPS
Bolívar,CARTAGENA,"1,300,101,047",CARLOS EDUARDO DIAZ GARCIA,,"73,115,347",Carlos Eduardo Diaz Garcia,2,Profesional Independiente,NO,CASTILLO GRANDE CLLE. 5A #6-108,6551207,"6,657,900",cediga38hormail.com,,,,SI,"20,070,207","20,210,831",,0,NATURAL,1,Privada,1,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,100,077",CARLOS EDUARDO OLIVER ESPINOSA,,"92,025,604",CARLOS EDUARDO OLIVER ESPINOSA,2,Profesional Independiente,NO,BOCAGRANDE .CALLE 6A N° 3-17 OFICINA 712 EDIFICIO JASBAN,6652767-3103610608,,carlosoliver@costa.net.co,,,,SI,"20,061,121","20,210,831",,,NATURAL,1,Privada,1,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,100,097",CARLOS EDUARDO ORTA LOPEZ,,"12,561,214",CARLOS EDUARDO ORTA LOPEZ,2,Profesional Independiente,NO,Manga 4A Av. Calle 29 No 25-13 Edif. BRP Tower Business Of 804,6627909,,carlosortal@hotmail.com,,,,SI,"20,090,316","20,210,831",,,NATURAL,1,Privada,1,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,102,462",CARLOS EDUARDO ROMAN HERAZO,,"7,919,421",carlos eduardo roman herazo,2,Profesional Independiente,,CALLE 5 Nº 6 - 151 piso 2 Centro Medico Stetik,6657283,,cromanh@gamil.com,,,,SI,"20,200,727","20,210,831",,0,NATURAL,1,Privada,1,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,102,793",CARLOS HERNÁN MEJÍA GARCÍA,,"14,884,429",CARLOS HERNAN MEJIA GARCIA,2,Profesional Independiente,,CARRERA 71B # 31-103 CONSULTORIO 103,3155511341,,ch.mejia@hotmail.com,,,,SI,"20,151,106","20,210,831",,0,NATURAL,1,Privada,1,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,101,014",CARLOS ISMAEL CORRALES PALLARES,,"73,159,099",CARLOS ISMAEL CORRALES PALLARES,2,Profesional Independiente,NO,BOCAGRANDE KRA 5 No. 6-108,6657900-6657340,,corralesendo@yahoo.com,,,,SI,"20,081,028","20,210,831",,,NATURAL,1,Privada,1,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,100,147",CARLOS JUAN BROCHET BAYONA,,"73,125,812",carlos juan brochet bayona,2,Profesional Independiente,,BOCAGRANDE CRA 5-6#161 CENTRO MEDICO PRISMA CONSULTORIO 607,6651396 - 3157334170,,cjbrochet@yahoo.es,,,,SI,"20,190,930","20,210,831",,,NATURAL,1,Privada,1,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,103,181",CARLOS MIGUEL CANTILLO RUIZ,,"1,047,365,242",CARLOS MIGUEL CANTILLO RUIZ,2,Profesional Independiente,,BLAS DE LEZO MZ Q LOTE 7 2 PISO,6512533,"6,512,533",cantillo550@hotmail.com,,,,SI,"20,190,404","20,230,403",,,NATURAL,1,Privada,1,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,100,687",CARLOS TADEO VILLANUEVA MARRUGO,,"9,200,895",CARLOS TADEO VILLANUEVA MARRUGO,2,Profesional Independiente,,CENTRO COMERCIAL LA MATUNA OF. 204,6646362,,carlos91159@gmail.com,,,,SI,"20,150,702","20,210,831",,0,NATURAL,1,Privada,1,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,100,780",Carmelo Malo Batista,,"9,083,811",Carmelo Malo Batista,2,Profesional Independiente,,Centro Comercial Ronda Real oficina 218,6531701,,carmelomalobatista@gmail.com,,,,SI,"20,180,130","20,210,831",,,NATURAL,1,Privada,1,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,100,836",CARMELO RAFAEL DUEÑAS CASTELL,,"73,094,188",CARMELO RAFAEL DUEÑAS CASTELL,2,Profesional Independiente,,CALLE 5 No 6-47,6657078,,crdc2001@gmail.com,,,,SI,"20,111,205","20,210,831",,0,NATURAL,1,Privada,1,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,100,268",CARMEN CRISTINA VASCONES ARAUJO,,"45,502,814",CARMEN CRISTINA VASCONES AARAUJO,2,Profesional Independiente,,SANTA LUCIA MZA E LOTE 34,3003614050,,cvascones@hotmail.com,CARMEN CRISTINA VASCONES ARAUJO,,,SI,"20,170,531","20,210,831",,,NATURAL,1,Privada,1,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,102,885",CARMEN ALICIA QUIÑONES LOPEZ,,"43,493,179",CARMEN ALICIA QUIÑONES LOPEZ,2,Profesional Independiente,,"CENTRO, CALLE 32 # 26-35 EDIFICIO SURAMERICANA OFICINA 403",3017648423- 6642619,,aliciaq64@hotmail.com,,,,SI,"20,160,825","20,210,831",,0,NATURAL,1,Privada,1,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,100,674",CARMEN ELINA CABARCAS MOUTHON,,"45,466,592",CARMEN ELINA CABARCAS MOUTHON,2,Profesional Independiente,NO,CENTRO MATUNA EDIF. ARAUJO No 601,6641722,"6,565,454",carmenelina40@hotmail.com,,,,SI,"20,060,725","20,210,831",,2,NATURAL,1,Privada,1,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,100,095",CARMEN ESPERANZA VARGAS ZAPATA,,"22,636,755",CARMEN ESPERANZA VARGAS ZAPATA,2,Profesional Independiente,,CLL 30 # 38-06 CONS 101,6740022,,carmenev2009@hotmail.com,,,,SI,"20,180,403","20,210,831",,,NATURAL,1,Privada,1,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,100,336",CARMEN JUDITH HERRERA ARGUMEDO,,"45,450,165",CARMEN JUDITH HERRERA ARGUMEDO,2,Profesional Independiente,,EDIFICIO MONTELIBANO CAR. 3 No 8-06 CONSULTORIO 401,6550300,,cjherrera16@gmail.com,,,,SI,"20,151,123","20,210,831",,0,NATURAL,1,Privada,1,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,101,160",CARMEN REGINA CAVADIA MARTINEZ,,"63,287,955",CARMEN REGINA CAVADIA MARTINEZ,2,Profesional Independiente,,CENTRO EDIF CITYBANK OF 5H,6648343,"6,648,343",karmencavadia@hotmail.com,,,,SI,"20,111,013","20,210,831",,0,NATURAL,1,Privada,1,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,102,590",CARMENZA HERRERA MENDEZ,,"45,518,430",Carmenza Herrera Mendez,2,Profesional Independiente,,BOCAGRANDE CAR 6 #5-161 CENTRO MEDICO PRISMA CONSULTORIO 201,3137533982,,habilmente.fono@gmail.com,,,,SI,"20,190,723","20,210,831",,0,NATURAL,1,Privada,1,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,103,196",Carolina Ballesteros Jimenez,,"1,143,369,623",Carolina Ballesteros Jimenez,2,Profesional Independiente,,"Manzana A lote 19 transversal 54, Piso 2, local 1, consultorio numero 1",3014884712,,Carolinaballesteros_93@hotmail.com,,,,SI,"20,190,703","20,230,702",,,NATURAL,1,Privada,1,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,102,423",CAROLINA ALEXANDRA GARZON CASTAÑEDA,,"52,086,574",CAROLINA ALEXANDRA GARZON CASTAÑEDA,2,Profesional Independiente,,CENTRO COMERCIAL LOS EJECUTIVO LOCAL 70,6816724,,doctoralejandragarzon@gmail.com,,,,SI,"20,151,019","20,210,831",,0,NATURAL,1,Privada,1,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,103,218",carolina patricia ovalle torres,,"1,047,450,545",carolina patricia ovalle torres,2,Profesional Independiente,,"calle 27, # 24 - 60",3164198816,,carolina.ovallet@hotmail.com,,,,SI,"20,190,909","20,230,908",,,NATURAL,1,Privada,1,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,103,327",CATALINA MERCEDES GOMEZ PAJARO,,"1,047,438,863",CATALINA MERCEDES GOMEZ PAJARO,2,Profesional Independiente,,CENTRO MEDICO LOS EJECUTIVOS CONSULTORIO 317,3127190200,,catalinagomez08@hotmail.com,,,,SI,"20,210,224","20,250,223",,0,NATURAL,1,Privada,1,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,102,650",Catherine Diaz Lozada,,"52,451,110",Catherine Diaz Lozada,2,Profesional Independiente,,Carrera 6 # 5 - 161 centro médico Prisma Of. 601,3012694539,,catydiaz@hotmail.com,,,,SI,"20,140,701","20,210,831",,0,NATURAL,1,Privada,1,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,103,012",Cesar Atencia Niño,,"9,023,998",Cesar Atencia Niño,2,Profesional Independiente,,Calle 6A nº 3 - 17. Edificio Jasban Consultorio 511,3144432279,,cesaratenciamd@hotmail.com,,,,SI,"20,171,127","20,211,126",,,NATURAL,1,Privada,1,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,100,733",CESAR MARRUGO MARTINEZ,,"9,091,867",CESAR MARRUGO MARTINEZ,2,Profesional Independiente,,CENTRO LA MATUNA EDIFICIO ARAUJO OFICINA 506,3002879102,,cmarrugomartinez@gmail.com,,,,SI,"20,150,803","20,210,831",,0,NATURAL,1,Privada,1,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,100,965",CESAR MENDIVIL CIODARO,,"15,242,193",CESAR MENDIVIL CIODARO,2,Profesional Independiente,,CRA 38 No 29-92,6438079,,cemencio23@gmail.com,,,,SI,"20,191,204","20,210,831",,6,NATURAL,1,Privada,1,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,103,264",Cesar Andrés Muñoz Mejía,,"1,140,816,883",Cesar Andrés Muñoz Mejía,2,Profesional Independiente,,Cr 78D 30A - 23 LOC 402,3006928059,0,cesar21988@gmail.com,,,,SI,"20,200,122","20,240,121",,,NATURAL,1,Privada,1,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,100,854",CESAR AUGUSTO MANZI GUERRERO,,"73,070,548",CESAR AUGUSTO MANZI GUERRERO,2,Profesional Independiente,NO,CENTRO MEDICO PRISMA CRA 6 No. 5-161 LOCAL 1,6659145,,cesarmanzi@yahoo.com,,,,SI,"20,060,817","20,210,831",,,NATURAL,1,Privada,1,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,100,034",CESAR AUGUSTO SCHAMUN FAYAD,,"73,122,683",CESAR AUGUSTO SCHAMUN FAYAD,2,Profesional Independiente,,"BOCAGRANDE, CRA 6 # 5-15",6517100,"6,517,100",cesar_augusto54@hotmail.com,,,,SI,"20,171,214","20,210,831",,1,NATURAL,1,Privada,1,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,100,271",CESAR EDUARDO SANCHEZ VERGARA,,"9,081,457",CESAR EDUARDO SANCHEZ VERGARA,2,Profesional Independiente,NO,CASTILLOGRANDE CLL 5ta No. 6A-19 CONS 503,6709052,"6,709,052",cesave52@hotmail.com,,,,SI,"20,061,101","20,210,831",,1,NATURAL,1,Privada,1,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,100,053",CESAR REDONDO BERMUDEZ,,"73,092,823",CESAR REDONDO BERMUDEZ,2,Profesional Independiente,NO,CENTRO MEDICO STA LUCIA CONSULTORIO 314,6633446-6690597,"6,633,446",crbpatologo@yahoo.com.mx,,,,SI,"20,061,117","20,210,831",,,NATURAL,1,Privada,1,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,101,951",CHARLES GAINES ACOSTA,,"72,193,974",CHARLES GAINES ACOSTA,2,Profesional Independiente,,CALLE 5 No 6A-19 CONSULTORIO 507,6652583,"6,652,583",drcharlesgaines@hotmail.com,,,,SI,"20,071,217","20,210,831",,0,NATURAL,1,Privada,1,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,102,948",CHRISTIAN JOHANY GALLO QUINTERO,,"1,143,358,917",CHRISTIAN JOHANY GALLO QUINTERO,2,Profesional Independiente,,CENTRO COMERCIAL LOS EJECUTIVOS LOCAL 29B,3145701579,,CHRISTIANGALLO1006@GMAIL.COM,,,,SI,"20,170,512","20,210,831",,0,NATURAL,1,Privada,1,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,102,594",Christopher Alexander Campbell,,"424,253",Christopher Alexander Campbell,2,Profesional Independiente,,Cra 3 · 4-21 oficina 302,6431751- 3125455569,,carorestrepo@hotmail.com,,,,SI,"20,151,106","20,210,831",,0,NATURAL,1,Privada,1,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,100,640",CLARA CECILIA ROA VARGAS,,"41,581,595",CLARA CECILIA ROA VARGAS,2,Profesional Independiente,,CENTRO EDIFICIO CITIBANK PISO MESANIN 1-2 C,6644346,,clara-roa@hotmail.com,,,,SI,"20,150,828","20,210,831",,0,NATURAL,1,Privada,1,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,100,827",CLARA FELICIA ORDOSGOITIA OSORIO,,"45,422,446",CLARA FELICIA ORDOSGOITIA OSORIO,2,Profesional Independiente,NO,CENTRO EDF CITY BANK PISO 5D,6646315,"6,646,315",,,,,SI,"20,061,102","20,210,831",,6,NATURAL,1,Privada,1,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,100,714",CLARA INES VERGARA GARCIA,,"45,426,961",CLARA INES VERGARA GARCIA,2,Profesional Independiente,,EDIFICIO CITY BANK OFICINA 2J,6430534,,civgarcia8@hotmail.com,,,,SI,"20,151,130","20,210,831",,0,NATURAL,1,Privada,1,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,103,076",CLARA PATRICIA MONTAÑO ARAOZ,,"39,778,466",CLARA PATRICIA MONTAÑO ARAOZ,2,Profesional Independiente,,"KM 10 ANILLO VIAL, CENTRO COMERCIAL LAS RAMBLAS LOCAL 606",3145709770,,ramsante@gmail.com,,,,SI,"20,180,528","20,220,527",,,NATURAL,1,Privada,1,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,102,381",CLARA SOFIA OÑATE CARRILLO,,"39,462,277",Clara Sofia Oñate Carrillo,2,Profesional Independiente,,RONDA REAL CONSULTORIO 405 Y 406,3022052182,,clarasofiao@yahoo.es,,,,SI,"20,190,305","20,210,831",,0,NATURAL,1,Privada,1,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,102,899",CLAUDIA ELENA GUTIERREZ MATOS,,"30,767,234",CLAUDIA ELENA GUTIERREZ MATOS,2,Profesional Independiente,,CENTRO MEDICO LOS EJECUTIVOS 2 PISO CONSULTORIO 224,3145749860,,cgutierrez76@hotmail.es,,,,SI,"20,161,205","20,210,831",,0,NATURAL,1,Privada,1,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,103,210",Claudia Jhanet Zuluaga Ramirez,,"1,143,369,159",Claudia Jhanet Zuluaga Ramirez,2,Profesional Independiente,,URB. SAN PEDRO MZ: 4 LOT: 11,3017806564,,biodenticsctg@gmail.com,,,,SI,"20,190,809","20,230,808",,,NATURAL,1,Privada,1,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,100,593",CLAUDIA LUCIA OSORIO BUSTILLO,,"45,507,823",CLAUDIA LUCIA OSORIO BUSTILLO,2,Profesional Independiente,NO,BOCARANDE CRA 3 NO. 8-129 OFICINA 503,6655388,,MORALESOSORIO@HOTMAIL.COM,,,,SI,"20,080,725","20,210,831",,,NATURAL,1,Privada,1,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,103,142",Claudia Marcela Gaviria Jaramillo,,"51,985,242",Claudia Marcela Gaviria Jaramillo,2,Profesional Independiente,,Cll 6A #3-17 Edificio Jasban Consultorio 604,3106108177,,cmgaviriaj@yahoo.com,,,,SI,"20,181,122","20,221,121",,,NATURAL,1,Privada,1,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,103,214",Claudia Patricia Pereira Rodelo,,"45,538,225",Claudia Patricia Pereira Rodelo,2,Profesional Independiente,,"Cl. 30 #17-140, Cartagena, Provincia de Cartagena, Bolívar",01 8000 123 322,,clap17@hotmail.com,,,,SI,"20,190,821","20,230,820",,,NATURAL,1,Privada,1,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,101,216",CLAUDIA PATRICIA CABRERA RAMOS,,"45,514,969",CLAUDIA PATRICIA CABRERA RAMOS,2,Profesional Independiente,,CENTRO MEDICO SANTA LUCIA CONSULTORIO 409,6611613-3135543545,,claudiacabrera2000@yahoo.com,,,,SI,"20,171,120","20,210,831",,,NATURAL,1,Privada,1,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,100,003",CLAUDIA PATRICIA YAMAL MATTOS,,"45,487,079",CLAUDIA PATRICIA YAMAL MATTOS,2,Profesional Independiente,,Centro Medico Bocagrande Consultorio 501,6550812,,claudiayamal@hotmail.com,,,,SI,"20,110,831","20,210,831",,0,NATURAL,1,Privada,1,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,100,310",CONTRERAS PASTRANA GILFREDY DE JESUS,,"73,135,254",CONTRERAS PASTRANA GILFREDY DE JESUS,2,Profesional Independiente,,CENTRO MEDICO SANTA LUCIA CONS 509,3008462610,,gilfredycontreras@gmail.com,,,,SI,"20,140,530","20,210,831",,0,NATURAL,1,Privada,1,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,100,338",CRISTINA MARGARITA SARABIA CABRALES,,"45,467,199",CRISTINA MARGARITA SARABIA CABRALES,2,Profesional Independiente,NO,MANGA CRA 20 N°26-56,3006119360,"6,605,467",sarabia_99@yahoo.com,,,,SI,"20,061,121","20,210,831",,5,NATURAL,1,Privada,1,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,102,953",CRISTINA MARIA ESPAÑA URRIOLA,,"45,758,652",CRISTINA MARIA ESPAÑA URRIOLA,2,Profesional Independiente,,"CENTRO MEDICO SANTA ISABEL. URBANIZACION LA HEROICA, TR 65 30C-63 P 2 LOC 4. CONSULTORIO 205.",6624640,,siur04@hotmail.com,,,,SI,"20,170,530","20,210,831",,0,NATURAL,1,Privada,1,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,100,194",Daniel Castaño Osorio,,"73,116,199",Daniel Castaño Osorio,2,Profesional Independiente,NO,CALLE 30A Nº 63B-30,6612524-6631651,"6,612,524",rehabilitar@yahoo.com,,,,SI,"20,061,120","20,210,831",,1,NATURAL,1,Privada,1,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,103,251",DANIEL FERNANDEZ HERNANDEZ GONZALEZ,,"1,102,825,183",DANIEL FERNANDEZ HERNANDEZ GONZALEZ,2,Profesional Independiente,,EDIFICIO COMODORO CAR 10A # 32A-77 OFICINA 301,6644929,,danielhdez9@gmail.com,,,,SI,"20,191,128","20,231,127",,,NATURAL,1,Privada,1,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,103,253",DANIEL HUMBERTO MORALES LOPEZ,,"392,732",DANIEL HUMBERTO MORALES LOPEZ,2,Profesional Independiente,,Edificio jasban calle 6a # 3-17 consultorio 802,3155617998,,danielmoraleslopez@gmail.com,,,,SI,"20,191,205","20,231,204",,0,NATURAL,1,Privada,1,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,103,283",DANIELA GARRIDO CUENTAS,,"1,143,372,037",DANIELA GARRIDO CUENTAS,2,Profesional Independiente,,Alameda la victoria MZ U lote 14,3045827414,,garridodaniela1150@hotmail.com,,,,SI,"20,200,830","20,240,829",,,NATURAL,1,Privada,1,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,102,520",DANILO REINALDO MENDOZA GOEZ,,"73,150,243",DANILO REINALDO MENDOZA GOEZ,2,Profesional Independiente,,CENTRO MEDICO LOS EJECUTIVOS 1 PISO COSNT 118,3205628237,,dmg1701@hotmail.com,,,,SI,"20,170,420","20,210,831",,0,NATURAL,1,Privada,1,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,101,552",DANNY DE JESUS ROMERO LAZARO,,"73,571,539",DANNY DE JESUS ROMERO LAZARO,2,Profesional Independiente,NO,CR 69 # 31-139 CS 4,6611613,,dannyromerolazaro@gmail.com,,,,SI,"20,070,831","20,210,831",,2,NATURAL,1,Privada,1,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,100,460",DAVID ALFONSO BERMUDEZ SAGRE,,"73,089,747",DAVID ALFONSO BERMUDEZ SAGRE,2,Profesional Independiente,NO,CENTRO MEDICO LOS EJECUTIVOS CL 31 No. 58-38 CS 121,6710890,,mcruz@costa.net.co,,,,SI,"20,070,424","20,210,831",,1,NATURAL,1,Privada,1,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,103,058",DAVID DEL CRISTO GOMEZ CAICEDO,,"73,210,494",DAVID DEL CRISTO GOMEZ CAICEDO,2,Profesional Independiente,,NUEVO BOSQUE ETAPA 4 MZ 6 LT 3,3114310843,,dagos254@hotmail.com,,,,SI,"20,180,416","20,220,415",,,NATURAL,1,Privada,1,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,103,242",DAVID JESUS PERDOMO DONADO,,"3,806,732",DAVID JESUS PERDOMO DONADO,2,Profesional Independiente,,PIE DE LA POPA AV MOMPOX # 30-24,3106036665,,davidperdomo79@hotmail.com,,,,SI,"20,191,017","20,231,016",,,NATURAL,1,Privada,1,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,102,137",DAVID RAFAEL RODRIGUEZ AVILA,,"12,622,835",DAVID RAFAEL RODRIGUEZ AVILA,2,Profesional Independiente,NO,CENTRO MEDICO LOS EJECUTIVOS CONS 207,095-6710276,,daroa07@gmail.com,,,,SI,"20,090,728","20,210,831",,,NATURAL,1,Privada,1,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,102,971",Dayra Del Carmen Marimon Roman,,"32,764,812",Dayra Del Carmen Marimon Roman,2,Profesional Independiente,,Los Abetos Manzana A Lote 4 apto 1 Piso 1 EDIFICIO VALMIS 2,3147845650-3005799015,,dayra.marimon@gmail.com,,,,SI,"20,170,818","20,210,831",,0,NATURAL,1,Privada,1,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,102,400",DE JESUS JOSE OROZCO ARIZA,,"7,958,274",JOSE DE JESUS OROZCO ARIZA,2,Profesional Independiente,,CENTRO MEDICO LOS EJECUTIVOS CONSULTORIO 115,3145026911,,estomatorozco@yahoo.es,,,,SI,"20,190,329","20,210,831",,9,NATURAL,1,Privada,1,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,102,053",DEMETRIO ALFONSO BARCHA BARRETO,,"73,556,819",DEMETRIO ALFONSO BARCHA BARRETO,2,Profesional Independiente,NO,BGRANDE AVDA SAN MARTIN NO. 14-97 LOCAL 6,6550458,"6,550,458",demetriobar2@hotmail.com,,,,SI,"20,081,023","20,210,831",,,NATURAL,1,Privada,1,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,100,908",DENNIS RAFAEL ARGELL MERTINEZ,,"9,073,041",DENNIS RAFAEL ARGELL MERTINEZ,2,Profesional Independiente,,BARRIO BLAS DE LEZO MZ E LOTE 4 1 ETAP,6634096,,rafaargell@gmail.com,,,,SI,"20,150,831","20,210,831",,0,NATURAL,1,Privada,1,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,103,170",DIANA BEDOYA GONZALEZ,,"45,549,477",DIANA BEDOYA GONZALEZ,2,Profesional Independiente,,TRASVERSAL 35 29-200 CENTRO MEDICO CRECER CONST 2,3104201552-3126446839,,diajoel@hotmail.com,,,,SI,"20,190,313","20,230,312",,,NATURAL,1,Privada,1,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,103,116",DIANA CAROLINA GUERRRERO GONZALES,,"52,313,142",DIANA CAROLINA GUERRERO GONZALEZ,2,Profesional Independiente,,"BLAS DE LEZO, ETAPA 3 MZA 3 LOTE 2",3102043981,,dianacguerrog@hotmail.com,,,,SI,"20,180,830","20,220,829",,0,NATURAL,1,Privada,1,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,103,277",DIANA MARCELA FLOREZ QUENGUAN,,"45,548,986",DIANA MARCELA FLOREZ QUENGUAN,2,Profesional Independiente,,SANTA LUCIA CARRERA 70 # 31F-51 MZ B LOTE 1 EDIFICIO MULTIFAMILIAR ARCINIEGAS LOCAL #3,6450215 - 311204190,,dentelcare.especialistas20@gmail.com,,,,SI,"20,200,706","20,240,705",,,NATURAL,1,Privada,1,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,103,103",DIANA CAROLINA CARRASQUILLA RUIZ,,"1,047,388,832",DIANA CAROLINA CARRASQUILLA RUIZ,2,Profesional Independiente,,KARRERA 80B DIAGONAL 31C-106 PISO 1,6417646 - 3014418956 - 3122844946,,dianacarrassquillaruiz16@hotmail.com,,,,SI,"20,180,808","20,220,807",,9,NATURAL,1,Privada,1,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,100,841",Diana del Rocio Cortes Arbelaez,,"51,852,630",Diana del Rocio Cortes Arbelaez,2,Profesional Independiente,NO,CRA 2 No. 11-41 OFICINA 1102 EDIFICIO TORRE GRUPO AREA,3215389951,,dirroco2006@hotmail.com,,,,SI,"20,090,119","20,210,831",,,NATURAL,1,Privada,1,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,102,643",DIANA LUCIA TRUJILLO LLANOS,,"45,759,929",DIANA LUCIA TRUJILLO LLANOS,2,Profesional Independiente,,CARRERA 21 #30-31 CLINICA SOL DE LAS AMERICAS,3103505908,,dtrujillollanos@gmail.com,,,,SI,"20,140,603","20,210,831",,0,NATURAL,1,Privada,1,Fecha corte REPS: Mar 15 2021 1:16PM
